id,Name,Released,Members,Race,Location,Leagueregion,Gender,Examine,NPC ID,Link,chathead_url,body_url,Options,lat,lon,Quest,Removal,Shop,Also called,Combat level,Respawn time,Size
2426,Loading crane,21 December 2004 ( Update ),Yes,N/A,Abandoned Mine,Morytania ✓,,Those are some of the biggest teeth I've ever seen.,3618,MOID,https://oldschool.runescape.wiki/images/thumb/Zealot_chathead.png/27px-Zealot_chathead.png,https://oldschool.runescape.wiki/images/Loading_crane.png,,4454,2787,Haunted Mine,,,,,,
2427,Lobby Cow,29 October 2015 ( Update ),No,Cow,Grim Reaper's mansion,N/A,Female,She's come here from Yanille.,removed,MOID,https://oldschool.runescape.wiki/images/Lobby_Cow_chathead.png,https://oldschool.runescape.wiki/images/Lobby_Cow.png,,,,2015 Halloween event,12 November 2015 ( Update ),,,,,
2428,Local Gnome,23 July 2002 ( Update ),Yes,Gnome,Tree Gnome Village,Kandarin ✓,Male,It's a young tree gnome.,4979,MOID,https://oldschool.runescape.wiki/images/Local_Gnome_chathead.png,https://oldschool.runescape.wiki/images/Local_Gnome.png,Talk-to,3170,2542,,,,,,,
2429,Locke McScruff,25 September 2024 ( Update ),Yes,Dog,Aldarin,Varlamore ✓,Male,He's busy investigating a cabbage crime scene.,13965,MOID,https://oldschool.runescape.wiki/images/Locke_McScruff_chathead.png,https://oldschool.runescape.wiki/images/Locke_McScruff.png,None,2949,1405,,,,,,,
2430,Locked,19 November 2025 ( Update ),Yes,,N/A,N/A,,A locked crew slot.,15350,MOID,https://oldschool.runescape.wiki/images/Locked_%28Crewmember%29_chathead.png,https://oldschool.runescape.wiki/images/Locked_%28Crewmember%29.png,None,,,,,,,,,
2431,Lofu,6 December 2004 ( Update ),Yes,Monkey,Temple of Marimbo,Kandarin ✓,Male,"A small, well dressed monkey clasping a mace. He looks like a priest.",5256,MOID,https://oldschool.runescape.wiki/images/Lofu_chathead.png,https://oldschool.runescape.wiki/images/Lofu.png,Talk-to,2782,2805,Monkey Madness I,,,,,,
2432,Logava,7 January 2016 ( Update ),Yes,Human,Hosidius,Kourend ✓,Female,She sells groceries.,6945,MOID,https://oldschool.runescape.wiki/images/Logava_chathead.png,https://oldschool.runescape.wiki/images/Logava.png,"Talk-to, Trade",3600,1768,,,Logava Gricoller's Cooking Supplies,,,,
2433,Logios,5 January 2017 ( Update ),Yes,Citizen of Arceuus,Library Historical Archive,Kourend ✓,Male,Library Staff [ sic ],7610,MOID,https://oldschool.runescape.wiki/images/Logios_chathead.png,https://oldschool.runescape.wiki/images/Logios.png,Talk-to,10217,1548,,,,,,,
2434,Logosia,7 January 2016 ( Update ),Yes,Citizen of Arceuus,Arceuus Library,Kourend ✓,Female,Chief Librarian.,7044,MOID,https://oldschool.runescape.wiki/images/Logosia_chathead.png,https://oldschool.runescape.wiki/images/Logosia.png,Talk-to,3808,1633,,,,,,,
2435,Loinur,2 June 2016 ( Update ),Yes,Dwarf ( Imcando-descendant ),Arceuus,Kourend ✓,Male,He works on the railroad.,"7231,hist7225,hist7226",MOID,https://oldschool.runescape.wiki/images/Loinur_chathead.png,https://oldschool.runescape.wiki/images/Loinur.png,"Talk-to, Travel",3833,1669,,,,,,,
2436,Lokar Searunner,24 July 2006 ( Update ),Yes,Human,Rellekka Docks and Pirates' Cove,Fremennik ✓,Male,"Either a very fremennikey pirate, or a very piratey fremennik.","3855,6648,9306",MOID,https://oldschool.runescape.wiki/images/Lokar_Searunner_chathead.png,https://oldschool.runescape.wiki/images/Lokar_Searunner.png,"Talk-to, Pirate's Cove / Rellekka",3694,2621,Lunar Diplomacy,,,,,,
2437,Loki,28 November 2005 ( Update ),Yes,Cat,Keldagrim,Fremennik ✓,Male,A tricky bag of troublesome fluff.,4598,MOID,https://oldschool.runescape.wiki/images/thumb/Gamer_%28Rich%29_chathead.png/25px-Gamer_%28Rich%29_chathead.png,https://oldschool.runescape.wiki/images/Loki.png,,4701,1937,,,,,,,
2438,Lokraa quo Sihar,10 January 2019 ( Update ),Yes,Kahlith,Mount Karuulm,Kourend ✓,,A mystic of the Kahlith.,8557,MOID,https://oldschool.runescape.wiki/images/Lokraa_quo_Sihar_chathead.png,https://oldschool.runescape.wiki/images/Lokraa_quo_Sihar.png,Talk-to,3797,1324,,,,,,,
2439,Lola,20 March 2024 ( Update ),Yes,,Outer Fortis,Varlamore ✓,Female,Such a happy little dog!,12998,MOID,https://oldschool.runescape.wiki/images/thumb/Atza_chathead.png/30px-Atza_chathead.png,https://oldschool.runescape.wiki/images/Lola.png,,3049,1747,,,,,,,
2440,Lollk,27 May 2003 ( Update ),Yes,Dwarf,Goblin Cave,Kandarin ✓,Male,A young Dwarf lad.,5190,MOID,https://oldschool.runescape.wiki/images/Lollk_chathead.png,https://oldschool.runescape.wiki/images/Lollk.png,Talk-to,,,Dwarf Cannon,,,,,,
2441,Longbow Ben,26 September 2005 ( Update ),No,Human,Rusty Anchor Inn,Asgarnia ✓,Male,"A strange man with a strange name. Probably a strange past, too.",1336,MOID,https://oldschool.runescape.wiki/images/Longbow_Ben_chathead.png,https://oldschool.runescape.wiki/images/Longbow_Ben.png,Talk-to,3258,3047,,,,,,,
2442,Longhall Bouncer,2 November 2004 ( Update ),Yes,Human,Rellekka,Fremennik ✓,Male,"He's fat, he's round, he bounces on the ground. That's how he got the job.",813,MOID,https://oldschool.runescape.wiki/images/Longhall_Bouncer_chathead.png,https://oldschool.runescape.wiki/images/Longhall_Bouncer.png,Talk-to,3664,2658,The Fremennik Trials,,,,,,
2443,Longramble,13 September 2023 ( Update ),Yes,Gnome,East of Poison Waste Dungeon entrance,Kandarin ✓,Male,He'll go anywhere as long as it's forward.,12466,MOID,https://oldschool.runescape.wiki/images/Longramble_chathead.png,https://oldschool.runescape.wiki/images/Longramble.png,Talk-to,3091,2340,,,,,,,
2444,Look-out,7 January 2016 ( Update ),Yes,Human,North of the Arceuus Library,Kourend ✓,Female,"A Shayzien soldier, keeping watch.",6858,MOID,https://oldschool.runescape.wiki/images/Look-out_chathead.png,https://oldschool.runescape.wiki/images/Look-out.png,Talk-to,3880,1624,,,,,,,
2445,Looming shadow,6 May 2016 ( Update ),Yes,,"Ape Atoll , Tree Gnome Stronghold",Kandarin ✓,,That's a big shadow...,7116,MOID,https://oldschool.runescape.wiki/images/thumb/King_Narnode_Shareen_chathead.png/22px-King_Narnode_Shareen_chathead.png,https://oldschool.runescape.wiki/images/Looming_shadow.png,,,,Monkey Madness II,,,,,,
2446,Lord Alexei Jovkai,4 June 2020 ( Update ),Yes,Vampyre,South-west Darkmeyer,Morytania ✓,Male,The hungry looking head of House Jovkai.,9717,MOID,https://oldschool.runescape.wiki/images/Lord_Alexei_Jovkai_chathead.png,https://oldschool.runescape.wiki/images/Lord_Alexei_Jovkai.png,Talk-to,3319,3611,Sins of the Father,,,,,,
2447,Baxtorian,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Male,Former king of the elves.,"8808,8809,8810,8811,8812,8813",MOID,https://oldschool.runescape.wiki/images/Lord_Baxtorian_Cadarn_chathead.png,https://oldschool.runescape.wiki/images/Lord_Baxtorian_Cadarn.png,? (edit),6066,3306,Song of the Elves,,,,,,
2448,Lord Crombwick,24 May 2018 ( Update ),Yes,Human,Crombwick Manor,Morytania ✓,Male,He seems to be in a spot of bother.,9565,MOID,https://oldschool.runescape.wiki/images/Lord_Crombwick_chathead.png,https://oldschool.runescape.wiki/images/Lord_Crombwick.png,Talk-to,3358,3718,Sins of the Father,,,,,,
2449,Lord Daquarius,27 February 2002 ( Update ),Yes,Human,Taverley Dungeon,Asgarnia ✓,Male,Wears a stylish suit of armour.,"4929,4932,4935",MOID,https://oldschool.runescape.wiki/images/Lord_Daquarius_chathead.png,https://oldschool.runescape.wiki/images/Lord_Daquarius.png,Talk-to,9680,2892,Wanted!,,,,,,
2450,Iestin,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Male,An Iorwerth researcher.,"8924,8925,8926",MOID,https://oldschool.runescape.wiki/images/Lord_Iestin_Iorwerth_chathead.png,https://oldschool.runescape.wiki/images/Lord_Iestin_Iorwerth.png,Talk-to,6040,3247,Song of the Elves,,,,,,
2451,Lord Ieuan Amlodd,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Male,Leader of the Amlodd clan. He has an otherworldly air about him.,"8898,8899,9119",MOID,https://oldschool.runescape.wiki/images/Lord_Ieuan_Amlodd_chathead.png,https://oldschool.runescape.wiki/images/Lord_Ieuan_Amlodd.png,Talk-to,6100,3221,Song of the Elves,,,,,,
2452,Lord Iorwerth,20 September 2004 ( Update ),Yes,Elf,Iorwerth Camp,Tirannwn ✓,Male,Leader of the Iorwerth elves.,"8758,8873,8874,8875,8876",MOID,https://oldschool.runescape.wiki/images/Lord_Iorwerth_chathead.png,https://oldschool.runescape.wiki/images/Lord_Iorwerth.png,,3252,2204,Regicide Song of the Elves,,,Warmaster Iorwerth,,,
2453,Lord Kandur Hosidius,9 November 2017 ( Update ),Yes,Human,Hosidius,Kourend ✓,Male,The lord of Hosidius.,"10966,10970,10971,11033",MOID,https://oldschool.runescape.wiki/images/Lord_Kandur_Hosidius_chathead.png,https://oldschool.runescape.wiki/images/Lord_Kandur_Hosidius.png,Talk-to,3572,1782,"The Depths of Despair , A Kingdom Divided",,,,,,
2454,Lord Marshal Brogan,7 December 2017 ( Update ),No,Human,Feldip Hills,Kandarin ✓,Male,First in command: there's an unmistakeable air of authority about him.,7987,MOID,https://oldschool.runescape.wiki/images/Lord_Marshal_Brogan_chathead.png,https://oldschool.runescape.wiki/images/Lord_Marshal_Brogan.png,Talk-to,2850,2490,,,,,,,
2455,Lord Mischa Myrmel,4 June 2020 ( Update ),Yes,Vampyre,South-west Darkmeyer,Morytania ✓,Male,The mysterious looking head of House Myrmel.,9716,MOID,https://oldschool.runescape.wiki/images/Lord_Mischa_Myrmel_chathead.png,https://oldschool.runescape.wiki/images/Lord_Mischa_Myrmel.png,Talk-to,3319,3600,,,,,,,
2456,Lord Piquan Crwys,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Male,Leader of the Crwys clan. His skin has the texture of tree bark.,"8903,8904,9123",MOID,https://oldschool.runescape.wiki/images/Lord_Piquan_Crwys_chathead.png,https://oldschool.runescape.wiki/images/Lord_Piquan_Crwys.png,Talk-to,6100,3306,Song of the Elves,,,,,,
2457,Lord Rologarth,31 January 2005 ( Update ),Yes,Zombie,Fenkenstrain's Castle,Morytania ✓,Male,It looks like he has got his castle back at last.,1271,MOID,https://oldschool.runescape.wiki/images/Lord_Rologarth_chathead.png,https://oldschool.runescape.wiki/images/Lord_Rologarth.png,Talk-to,3550,3552,Creature of Fenkenstrain,,,,,,
2458,Lord Shiro Shayzien,19 April 2018 ( Update ),Yes,Human,Shayzien Encampment,Kourend ✓,Male,The lord of Shayzien and commander-in-chief of the Shayzien Army.,"10963,10964,10965,11038",MOID,https://oldschool.runescape.wiki/images/Lord_Shiro_Shayzien_chathead.png,https://oldschool.runescape.wiki/images/Lord_Shiro_Shayzien.png,Talk-to,3635,1486,"Tale of the Righteous , A Kingdom Divided",,,,,,
2459,Lord Trobin Arceuus,10 January 2019 ( Update ),Yes,Citizen of Arceuus,"Tower of Magic , Xeric's Lookout (during A Kingdom Divided)",Kourend ✓,Male,Leader of the Arceuus family.,"8505,10961,10962",MOID,https://oldschool.runescape.wiki/images/Lord_Trobin_Arceuus_chathead.png,https://oldschool.runescape.wiki/images/Lord_Trobin_Arceuus.png,Talk-to,3821,1577,"The Ascent of Arceuus , A Kingdom Divided",,,,,,
2460,Lorelai,5 February 2015 ( Update ),Yes,Human,"Warriors' Guild , basement",Asgarnia ✓,Female,Kamfreena's apprentice.,2135,MOID,https://oldschool.runescape.wiki/images/Lorelai_chathead.png,https://oldschool.runescape.wiki/images/Lorelai.png,"Talk-to, Claim-Tokens",9972,2909,,,,,,,
2461,Lornor quo Narga,10 January 2019 ( Update ),Yes,Kahlith,Mount Karuulm,Kourend ✓,,A guardian of the Kahlith.,8551,MOID,https://oldschool.runescape.wiki/images/Lornor_quo_Narga_chathead.png,https://oldschool.runescape.wiki/images/Lornor_quo_Narga.png,,3823,1333,,,,,,,
2462,Lorraine,7 January 2016 ( Update ),Yes,Human,Port Piscarilius,Kourend ✓,Female,A travelling woman.,7011,MOID,https://oldschool.runescape.wiki/images/Lorraine_chathead.png,https://oldschool.runescape.wiki/images/Lorraine.png,Talk-to,3687,1790,,,,,,,
2463,Lost camphor crate,19 November 2025 ( Update ),Yes,,Varies,N/A,,I wonder what's inside?,15129,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_camphor_crate.png,Retrieve,,,,,,,,,
2464,Lost casket (beginner),19 November 2025 ( Update ),Yes,,? (edit),N/A,,I wonder what's inside?,15131,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_casket_%28beginner%29.png,Retrieve,,,,,,,,,
2465,Lost casket (easy),19 November 2025 ( Update ),Yes,,Varies,N/A,,I wonder what's inside?,15132,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_casket_%28easy%29.png,Retrieve,,,,,,,,,
2466,Lost casket (elite),19 November 2025 ( Update ),Yes,,Varies,N/A,,I wonder what's inside?,15135,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_casket_%28elite%29.png,Retrieve,,,,,,,,,
2467,Lost casket (hard),19 November 2025 ( Update ),Yes,,Various,N/A,,I wonder what's inside?,15134,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_casket_%28hard%29.png,Retrieve,,,,,,,,,
2468,Lost casket (master),19 November 2025 ( Update ),Yes,,Various,N/A,,I wonder what's inside?,15136,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_casket_%28master%29.png,Retrieve,,,,,,,,,
2469,Lost casket (medium),19 November 2025 ( Update ),Yes,,Varies,N/A,,I wonder what's inside?,15133,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_casket_%28medium%29.png,Retrieve,,,,,,,,,
2470,Lost ironwood crate,19 November 2025 ( Update ),Yes,,Varies,N/A,,I wonder what's inside?,15130,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_ironwood_crate.png,Retrieve,,,,,,,,,
2471,Lost mahogany crate,19 November 2025 ( Update ),Yes,,Varies,N/A,,I wonder what's inside?,15128,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_mahogany_crate.png,Retrieve,,,,,,,,,
2472,Lost oak crate,19 November 2025 ( Update ),Yes,,Varies,N/A,,I wonder what's inside?,15126,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_oak_crate.png,Retrieve,,,,,,,,,
2473,Lost Soul,26 July 2023 ( Update ),Yes,,Lassar Undercity ( Shadow Realm ),Asgarnia ✓,,Spooky.,12234,MOID,https://oldschool.runescape.wiki/images/thumb/Golem_%28Desert_Treasure_II%29_chathead.png/25px-Golem_%28Desert_Treasure_II%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_Soul.png,,,,Desert Treasure II - The Fallen Empire,,,,,,
2474,Lost Soul,26 July 2023 ( Update ),Yes,,Lassar Undercity,Asgarnia ✓,,Where did this soul come from?,12212,MOID,https://oldschool.runescape.wiki/images/thumb/Lil%27viathan_chathead.png/33px-Lil%27viathan_chathead.png,https://oldschool.runescape.wiki/images/Lost_Soul_%28Vita%21%29.png,Attack,,,,,,,,,
2475,Lost teak crate,19 November 2025 ( Update ),Yes,,Varies,N/A,,I wonder what's inside?,15127,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_teak_crate.png,Retrieve,,,,,,,,,
2476,Lost wooden crate,19 November 2025 ( Update ),Yes,,Varies,N/A,,I wonder what's inside?,15125,MOID,https://oldschool.runescape.wiki/images/thumb/Castaway_%28Wilson%29_chathead.png/35px-Castaway_%28Wilson%29_chathead.png,https://oldschool.runescape.wiki/images/Lost_wooden_crate.png,Retrieve,,,,,,,,,
2477,Louie Legs,21 January 2001 ( Update ),No,Human,Al Kharid,Desert ✓,Male,For the finest in armoured legware.,2876,MOID,https://oldschool.runescape.wiki/images/Louie_Legs_chathead.png,https://oldschool.runescape.wiki/images/Louie_Legs.png,"Talk-to, Trade",3175,3317,,,Louie's Armoured Legs Bazaar.,,,,
2478,Louisa,9 June 2003 ( Update ),Yes,Human,Sinclair Mansion,Kandarin ✓,Female,She looks like she enjoys her job.,4215,MOID,https://oldschool.runescape.wiki/images/Louisa_chathead.png,https://oldschool.runescape.wiki/images/Louisa.png,Talk-to,3579,2735,King's Ransom,,,,,,
2479,Lovada,3 March 2016 ( Update ),Yes,Dwarf ( Imcando-descendant ),Lovakengj,Kourend ✓,Female,Knows a lot about rock.,"hist6772,12701",MOID,https://oldschool.runescape.wiki/images/Lovada_chathead.png,https://oldschool.runescape.wiki/images/Lovada.png,Talk-to,3833,1487,,,,,,,
2480,Lovakengj Engineer,10 January 2019 ( Update ),Yes,Dwarf,Battlefront,Kourend ✓,Male,He keeps the siege engines running.,8576,MOID,https://oldschool.runescape.wiki/images/Lovakengj_Engineer_chathead.png,https://oldschool.runescape.wiki/images/Lovakengj_Engineer.png,,3733,1389,,,,,,,
2481,???,7 June 2023 ( Update ),No,Fairy,Blue Moon Inn,N/A,Female,A mysterious creature.,hist12146,MOID,https://oldschool.runescape.wiki/images/Love_chathead.png,https://oldschool.runescape.wiki/images/Love.png,Talk-to,3395,3220,,28 June 2023 ( Update ),,,,,
2482,Love Cats,26 September 2005 ( Update ),Yes,Cat,"Sophanem , and a ship",Desert ✓,Male and female,Loving cats.,2644,MOID,https://oldschool.runescape.wiki/images/thumb/Apothecary_chathead.png/28px-Apothecary_chathead.png,https://oldschool.runescape.wiki/images/Love_Cats_%28carpet%29.png,,,,A Tail of Two Cats,,,,,,
2483,Lowe,4 January 2001 ( Update ),No,Human,Eastern Varrock,Misthalin ✓,Male,Sells arrows.,2883,MOID,https://oldschool.runescape.wiki/images/Lowe_chathead.png,https://oldschool.runescape.wiki/images/Lowe.png,"Talk-to, Trade",3423,3233,,,Lowe's Archery Emporium,,,,
2484,Lowerniel Drakan,4 June 2020 ( Update ),Yes,Vampyre,Castle Drakan,Morytania ✓,Male,The ruler of Morytania and the lord of Vampyrium.,9579,MOID,https://oldschool.runescape.wiki/images/Lowerniel_Drakan_chathead.png,https://oldschool.runescape.wiki/images/Lowerniel_Drakan.png,,,,Sins of the Father,,,"His-Dark-Self, Blood Moon of Vampyrium",927,,
2485,Lubufu,14 September 2004 ( Update ),Yes,Human,Brimhaven,Karamja ✓,Male,A crotchety old fisherman who doesn't like young whippersnappers.,4707,MOID,https://oldschool.runescape.wiki/images/Lubufu_chathead.png,https://oldschool.runescape.wiki/images/Lubufu.png,Talk-to,3169,2765,Tai Bwo Wannai Trio,,,,,,
2486,Lucas,25 September 2024 ( Update ),Yes,Human,Outer Fortis,Varlamore ✓,Male,He's here to try Emelio's kebabs.,13808,MOID,https://oldschool.runescape.wiki/images/Lucas_chathead.png,https://oldschool.runescape.wiki/images/Lucas.png,Talk-to,3072,1750,Meat and Greet,,,,,,
2487,Lucia,20 March 2024 ( Update ),Yes,Human,Civitas illa Fortis,Varlamore ✓,Female,Seems like a shady individual.,13317,MOID,https://oldschool.runescape.wiki/images/Lucia_chathead.png,https://oldschool.runescape.wiki/images/Lucia.png,"Talk-to, Check",3090,1664,,,,,,,
2488,Lucien,17 June 2002 ( Update ),Yes,,East Ardougne,Kandarin ✓,Male,He walks with a slight limp.,3444,MOID,https://oldschool.runescape.wiki/images/Lucien_%28disguised%29_chathead.png,https://oldschool.runescape.wiki/images/Lucien_%28disguised%29.png,Talk-to,,,Temple of Ikov,,,,,,
